document	label
컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ컷수 세봤더니 134컷 ㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋ	2
와개길어	2
진짜 작화고 분량이고....끝난 줄 알앜ㅅ는데 한참이 더 있네...	2
분량이 점점 작아지네	2
분량조절 대실패 ㄷㄷㄷㄷㄷㄷ	2
분량쩌네 다들공감 해라	2
분량 진리	2
분량이 어마아마해	2
오늘도 분량 미쵸따앙	2
와이리 짧누	2
이아름다운분량	2
프롤로그부터 분량 깡패...이제 3주행이넹 스따트	2
하 드디어!!!	3
음….빠졌구나?	3
잘봤습니다	3
집중이안되냐	3
이제 막 보기 시작했는데 텍본 있는 사람 나올까봐 불안하네ㅋㅋ	3
아 하차자가 그 하차자였어?	3
불법으로 보다 다시 쿠키를굽던나는 도중에 찔려버림	3
너무재밌어 어쩜 좋죠ㅠ	1
폰보면서 김독자가 한 말이 작가가 우리한테 하러는말같네요.	3
개살떨려.. 곧 있을 전개때문에 짜릿해서 소름돋아	3
돈주고 사라는거 보고 찔렸다	3
내가 유일히게 돈쓰는게 소설보고 만화볼때다.	3
아니 근데. 소설 재밌겠는데 왜 다들 하차한 겨.	3
쿠키 구워 봅니다. ^^	3
근데 김독자 저거 텍본 갖고있지 않냐?ㅋㅋㅋ	3
안국역 우리학교 주변인데(중학교 :)) ㅋㅋㅋ 아 반갑다 어떻게나올지	3
오늘의 교훈 텍본과 하차는 나쁘다	3
전독시 소설 전부 코인 결제!!!!	3
독자 칼 휘둘러서 후드티만 베는거 대박이야..ㅠㅠㅠ	3
지금보니 투명망토 고작 3천코인이네..	3
중도 하차하지 말라는 의미를 담고있는 개 상징적인 웹툰이닼ㅋㅋㅋ	3
아니지 비형 인형보다 임티가 시급하다니까	3
이제 뭔가 빅이벤트 시작이네	3
ㅊㄱㅍ24	3
3회차 인지는 어떻게 안걸까요??	3
와 재앙	3
언제봐도 재밌네...작가님 화이팅!!🤩🤩	3
소설 결말까지 2화 남은 독자입니다. 걍 닥치고 전독시에 코인 다 때려박으세요. 절대로 후회 안하십니다. 제가 장담합니다.	3
뭐야 지방 사람들은 이런 거 안 해도 되는 거였음? 서울이 잘못 걸린 거였네 그럼... 힘내 서울!	3
응 아니야 니들 곧 서로 좋아 죽을 거다 이 자식들아	3
응 아니야~혼약 안깨져 니들 이 할미가 평생 묶어놓고 연애질 구경할거야^^	3
그 악당마저 여주한테 반하겠지	3
소설로 몇화인가요??	3
남자 주인공 웹툰은 꿈도안보던 나..일요일부터 계속 전지적 독자시점을 기다린다..	3
와 다시 1등	3
앜ㅋㅋ작가님 본심....웹툰도...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 소장으로 달리다 지금 잠시 휴식중....잣가님 적게일하고 많이버세요	3
샌드백 솜뭉치 등장☆!	3
모르면서 하란다고 하는걸보니 배경이 한국은 아닌듯..일단 덮어놓고 의심하는게 한국인인데 저긴 뭘믿고 마력을 쏫아 부었냐 ㅋㅋㅋㅋㅋ	3
요즘 먼치킨애들 취향 독특하네	3
김독자 이와중에도 평소처럼 물러나세요! 가 아니라 물러나라. 끝까지 캐해석을 지키겠다는 확고함ㅋㅋㅋㅋㅋ	3
갑자기 생각났는데 비형 이모티콘 나오면 좋겠다	3
왜ㅠㅠㅠㅠ	3
그냥 최고...그저 최고	3
나 쿠키많아 작가님 가져요	3
이모티콘 내주세요..	3
독자야 난 소설에 쿠키 500개 질러서 여기다가 쓸 쿠키가 더이상 남아있지가...미안하다.	3
와 진짜 종나 재밌는데 쿠키가 없어ㅠㅠ	3
엥 그거 유료소설이였어?	3
작가의 분노가 여기까지 느껴진다	3
아무것도 하지 말라는 김독자.. 너무 섹시해서 공부에서 손 놨습니다..	3
너무 칼업뎃이라 제 손가락 베었어요	3
방금 무료로 올라왔는데 댓글수 1800개 뭔데	3
???벌써 올라옹??	3
뭔 이시간에 수요웹툰이 올라와	3
1빠	3
정민섭 이 바싹 탄 감자 같은 놈... 귀엽군 마음에 들었다	3
아다음주까지 어케 버티지	3
속도 무엇	3
📌한동훈한테 친구 하자는 김독자	3
성좌, '시험기간인데도 나태한 중2' 가 김독자의 뻔뻔스러움에 감탄합니다.	3
비형 이모티콘 나왔으면 좋겠다	3
작가님 감사합니다	3
이 집잘 끊네	3
이거 임티 출시해주세요.	3
하..단행본나오면꼭사야지.....	3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 참고 몰아보는 잼이 꿀잼이라굿 ㅠㅠ	3
사람들이 스포를 계속 하니까 나도 모르게 궁금해져... 라고 해도 스포는 제발 좀.. 하지마 선넘네 ;;;	3
베댓 베릴륨 금 티타늄은 합성 못할텐데	3
상상도 못한 ㄴㅇㄱ	3
몇주만 늦게볼걸진짜...몇주만... 늦게볼걸...	3
다음 주가 기다려 집니다.	3
시험기간에 이거 보느라 공부안하는 내 인생 레전드	3
킁킁..띵작의 냄새가 너무 많아 나는데..?	3
#가보자고	3
바로정주행ㅋㅋ	3
아 근데 쫌 걱정된다... 저렇게 사기치다가 걸리는날 분명히 있을텐데...끄땐 어떻게 하려고..독자야...	1
[성좌 ‘끝을 아는 자’가 레몬 사탕을 먹음직스럽게 바라봅니다.]	3
완결 모르는 사람들은 진짜 전체댓글 안보는 것을 추천드림	3
더 보고 싶다. 더 보고 싶다. 더 보고싶어.	3
줄 서 꼬맹이	3
아 독자가 못생긴 이유 아는 사람만 몰래 좋아요 눌러봐 찡긋	3
ㅋㅋㅋㅋㅋㅋ배댓들 주접 진짜 뭐냐고 ㅋㅋㅋㅋㅋㅋㅋ	3
여러분 핸드폰 우측 모서리 변쪽에 버튼을 클릭해보세요	3
김독자... 진정한 희대의 사기꾼이다... 사기 쳤으면 대박 났을 것을 입이 근질근질해서 회사에서 어케 일하고 살았냐...	3
내 인생작이 또 웹툰이 되었구나..	3
소설로보면 몇화부터봐야함	3
ㅠㅠ다음화주세요	3
웅장이 가슴해진다...	3
난 매우 지혜롭다 왜냐하면 현명하게 전독시에다가 쿠키를 구웠기 때문이다	3
주연 한명 그분 너무 기대된다	3
아니...독자면 잘생긴거지... 어케 못생긴 왕이냐....	3
독자 혀내밀고 있는거 겁나귀여워 후욱후욱후욱아깝지 않은 200원이었다 아 행복해	3
중간에 깃발이 남색이 아닌 적색이라는...	3
선공개의 선공개가 필요하다!!!!!	3
다.크.탬.플.러	3
심쿵	3
코인 올인 쌉가능	3
'강아지가 사람이 된다면..'의 환상을 와장창 깨주는 웹툰!	3
아 아랫집사람 남주다	3
왜 이렇게 빠른 시간에...	3
작가님 월요웹툰중에 제일 늦으셨어요	3
최애로판들 전부 웹툰화 시킬 작정이신가ㄷㄷ	3
여주야 세상에는 많은 우유가 있어초코우유,딸기우유,바나나우유 등등... 내가 너에게 줄 우유는 아이럽우유..👉👈	3
얼빠여주 나도 너와 같다 널 응원한다	3
정식 부부..가 되기 위한 조건이 첫날밤인가 혹쉬..?	3
어쩌다 저기에서 청혼서가 온걸까?	3
아니 이형 자꾸 30분에 올려주네	3
뭐... 뭐지 이웹툰..?	3
쿠키 구워 쿠기 구워	3
꺄울~ 그리웠다 ㅠㅠㅠ	3
여러분.. 소설을 보세요 꼭,,,,	3
싫어 나댈거야 ㅋㅋㅋㅋㅋㅋ아 진짜 추천 뜨길래 봤는데 멈출 수가 없넼ㅋㅋㅋㅋㅋㅋ	3
베도 때 닳도록 봐서 여기서부터 긁은 사람 손	3
작가님 평생 만화 그려주세요!!!	3
장르가 뭘까 했는데 액션도 있구나	3
와... 더 그려줘...	3
그림체는 달빛천사인데 내용은 폭풍의 전학생이네 ㅋㅋㅋㅋㅋㅋㅋㅋ	3
애들이 다 욕을 안하고 은근 착하게 말해...ㅋㅋㅋ	3
여기서 나가려 합니다 이사나를 더 이상 못 보겠습니다 이사나가 여자로 보입니다 그리고 그 여자를 사랑하게 됐습니다 이뤄질 수 없다는 걸 알기에 이사나를 사랑하는 심장을 찢어내려 합니다 사나를 좋아하시는분들 이사나를 아껴주세요 그러나 조심하십시오 저처럼 죽을 만큼 사랑하게 되면 가슴이 찢어지는 고통을 맛보게 될 겁니다 그녀와 이뤄질 수 없다는 걸 알기에 눈물만 흘리다 결국 그 웅덩이 속으로 가라앉게 될 겁니다	3
맑눈광ㅋㅋㅋ	3
찾았다 내 병맛	3
이런 순정만화 있으면.. 개꿀	3
아...더보고싶다...일주일에 8번 연재해줘요	3
재밌닼ㅋㅋㅋ뒷내용 궁금해	3
이거지연!!!!!!!!!	3
하 진심 너무 맛있다 최고야 청건의 맛....	3
정말 웹자친구는 내숭떠신게 맞았네요 진짜 텐션 빡세다	3
지하철에서 보고있는데 웃겨서 더 못보겠어요ㅋㅋㅋㅋㅋㅋㅋ	3
약간 컷툰이었어도 좋았을듯	3
이번화 너무 별로네요 10점 드립니다.	3
유튜브 보고 정주행하러 온 사람 손!	3
아못참겠다 쿠키다가지세요	3
ㅠㅠㅠㅠ단행본 나오면 꼮 살께요 ㅠㅠㅠㅠㅠㅠ절대 구매~~~~~	3
오랜만이군	3
작가로써 휴재를 수치로 여길 줄 알아야지 작가라는 직업의 무게를 너무 가볍게 생각하는거 아닌가요? 실망이큽니다	3
아아아 휴재하니까 수요일이 우울해졌어어.... 빨리 돌아와요오오	3
와 진짜 재밌다 ㅋㅋㅋㅋㅋㅋ 내 평생 최애 왭툰 ㅇㅈ 모죠님 진짜 고마워요 이런 작품 그려 주셔서요♡♡	3
한편만 볼라켔는데 이거이거 계속 보게됨	3
다음화 주세요	3
한편한편 볼때마다 질리지 않아! 언제나 떡밥 기다리는 잉어 마냥 뻐끔기웃거리고 있답니다....	3
재밌겠닼 다음편이 기대됀다	3
이모티콘 내주세요.. 지금 당장 사고싶..	3
마지막 장면으로 평점 9점 받은듯 하다 ㅎㅎ	3
점점별점이높아지고잇어	3
굳이 몰라도되는 캐릭터가 너무너무너무너무너무너무너무너무너무너무너무 많다	3
막컷 하나로 민심개떡상 ㅋㅋ	3
음 또 사이드 돌 것 같은데 제발 제발 작가님 그냥 해주세요 제발 빌께요 ㅠ	3
ㅋㅋㅋ 나도 새싹 가시인줄알았음	3
근데 그냥 작가가 하고싶은거 다 하면 독자가 좋아할거라 생각하는게 오만아닌가	3
미친 분량에...오지는 스토리에...지리는 작화에....	3
전투씬과 엑스트라 랭커가 안나오니 볼만하다	3
또또 새로운 인물만 주구장창 등장시켰네 어휴	3
ㅋㅋ설레네	3
합격	3
왕세자면서 의견 무시받는걸 계속 당해온거야...? 군주 독재체계인가보네;	3
아.... 독서실에서 보다가 현웃터짐 제길.......	3
ㅠ	3
평점 왜이래??	3
외쳐 만신	3
만화의신	3
모죠 당신 날 궁금하게 만들엇성 결제할구야	3
마루 봉제인형 원해요 굿즈내주세요	3
쉬는시간에 보는데 웃음참느라 죽을 뻔ㅋㅋㅋ	3
밖에서 못보는 웹툰 1위	3
"10.00"	3
뭐가 나와봤자 어차피 끝까지 쳐 안 싸우고 흐지부지 될 게 뻔해서 기대가 안 된다	3
근데 왜케 징징이들이 많아. 요즘 잼민이들은 다 그런겨? 절이 싫으면 중이 떠나야지...절 리모델링 하려하면 못써..	3
싸운다 싶으면 체스하고 게임하고 긴장감 제로다	3
일주일을 꾸준히 보다보니 열심히 연습하는게 보임 재밌게봅니다.작가님 수고하셨습니다.	3
와...아까운 웹툰..진짜..	3
만신 모죠 팬미팅 해주세요	3
공부1도안하고 시험10시간남았는데 종이가아닌 폰을들고있는나 후회는 없다	3
이번에는 뭔가 극에 도달한거 같다	3
드디어 행복해졌군요	3
작가의 영혼이 없어지는군	3
응 주인공 버프	3
주인공은 절대로 않죽는 법!!!	3
일이 손에 안잡히게 재밌다	3
마음이 너무 무거워진다.	3
어쩌면 작가의 진짜 의도는 다를지도...	3
아 근데 이때는 피씨로 많이 보던 시절이라 글씨 작긴함	3
오랜만에 정주행	3
우연히 알게됐는데 대작이야 이건	3
첨보는 사람은 있어도 한번 본사람은 없다ㅋ	3
나는 99화에서 왔는데 왜 정주행을 하고 있었을까	3
하...이거보다 학교가는데 이상한데서 내렸다...	3
아버지 얼굴 한번만 대보세요	3
재주행 시작했는데 알고보니 엄마가 더 무섭게 느껴지네	3
아니 이 작품은 진짜 대박임 몰입도도 개쩔고 그냥.... 레전드에요 여러분 지금이라도 정주행하기 시작하셨다면 잘하신겁니다 소명이 너무 착하고 똑똑하고 귀여워~~	3
개명작이다 이걸 왜 지금봤지 와	3
저진짜이것만을기다렸어요 드디어	3
와 여기는 베댓에 싫어요가 엄청없네	3
따스한 관심을 드리고 댓글을 달러 소녀 출동	3
5252 왜 이제 온고야 젠장~~~~	3
대한민국에 인재가 너무많다..	3
아니 청간 작가님 ... 제가 인스타에 글도 올리고 기다린지 4년인데 ... 하 .. 너무 행복합니다	3
매주 이거만 기다릴듯...	3
금요일에 볼게 생겼다	3
느릿하게 가면서 고민했던 걸까	3
왔다내인생의합법적마약왔다내인생의합법적마약왔다내인생의합법적마약	3
이게 청년 복지다	3
수능 28일 전 최고의 선택	3
대작 냄새가 아니라 대작이다 대작	3
작가님 일요일 웹툰하고 싶으세요??	3
스카이캐슬보다 더 지독해....	3
나만 쿠키 구움?? 흥미진진함 쿠키 구운 사람 손	3
와 진짜 빨리 올라왔다!!!!	3
숨죽이게 보는거 나만 그럼?	3
매일 아침 피크닉 소름돋는다	3
작가님 10시30분 이예요....	3
세번째 정주행중...... 보면 볼수록 놀랍네	3
그림체 취향 아니라고 안 본 과거의 나 반성해	3
ㅊㄱㅍ24	3
미쳤다 똑같은 대사	3
우와 명작이라요	3
정주행할수록 무서워지는 웹툰	3
어디서 대작 나무 타는 냄새 안 나세요?	3
...저 장면이 요기나왔었구나 ..작가님 결말까지 콘티 다 짜두셨을듯 대단..	3
이미 관심 눌러놓은거 까먹고 또 눌러서 한번 더 누름… 대작은 못참지	3
오은영 박사님 저 애기 좀 구해주세요 ㅠㅠ	3
작가님 피크닉과 무슨 일이 있으셨던건진 모르겠지만 원만한 해결하시길 바라겠습니다	3
무섭다... 여기 맛집에 쓰일 내쿠키들이.. 아아 이번엔... 얼마나 쓸까..?	3
작가님 지금 10시 30분이에요...	3
평점 10점 ㄷㄷ	3
연속 쿠키간다	3
와 개강인데 너무 재밌어서 못 참고 계속 보게 된다	3
와 관심 버튼 실시간으로 늘어나네	3
전설 시작, 존나 크게 시작, 전설 존나 빵빠레 불면서 시작, 전설 축제 시작, 전설 클럽 오픈, 전설 클럽 할인 이벤트 시작, 블랙전설데이 이벤트 시작, 전설 페스티벌 시작, 존나 만화의 악마, 전설의 만신 등장	3
개좋아개좋아개좋아개좋아개좋아	3
나도 모르게 오른쪽으로 자꾸 읽게 되네.... 이게 참...	3
진짜 병맛 여전하네 ㅋㅋㅋㅋㅋ	3
언제나온거야!!!!정주행 간다	3
이모티콘 내쥬세요!!! 이모티콘 원해요!!	3
잔소리 stop it ㅋㅋㅋㅋ	3
혹시라도 처음 정주행 고민하시는 분들, 당장 하세요. 후회 절대 안 합니다 ㄹㅇ로	3
정주행시작	3
미리보기의 미리보기 주세요,,, 개존잼	3
벌써다봤다니...........거짓말치지마.....	3
여기까지 결제완 진심 달렸다 재밌음	3
정주행 몇번째더라?드디어 한달만 기다리면..!	3
보는내내 닭살이 났어요.. 이런 명작을 이제야 보다니..	3
작가밈 은제 오세여 ㅠㅠ??	3
전설의 시작	3
하루만에 첫주행하고 바로 1화로 컴백... 이번엔 떡밥 하나하나 캐면서 봐야지	3
유튜브 추천보고 왔는데 기대한만큼 재밌어용	3
개연성 입체성은 개나 줘버린 무지성 사이다패스 대리만족물들이 판치는 지금의 네웹에서 얼마 안 되는 갓갓갓 작품이다 ㄹㅇ	3
정주행 다시 가보자고.. 내 인생 웹툰	3
이거 진심 지금까지 본 스릴러물 중에서 제일 재미져요..반전도 있고 떡밥 회수도 장난 아님... 고민 말고 직진하세요	3
작가님 언제 오셔요?	3
쿠키 구워 쿠기 구워	3
다음허ㅏ를 빨리 내놓으란 말이다	3
왜벌써마지막화인거야!!!!!!!!!!!!!!!!!!😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭	3
다들 쿠키 여기까지 지르셨나보네여	3
단행본 사겠습니다. 언제 내실거죠?	3
삼초지났는데ㅠ	3
최근화보고 다시보니까 또 다르게 보인다	3
전설의 시작 ㄷㄷ	3
입에서 물이 안나온다가 레전드다...	3
절대 댓글을 보지 말고 그냥 쭉 보세요 절대로 댓글을 보면 안 돼	3
제 배꼽 찾아주세요 아 배에 근육통ㅇ하	3
어쩔티비ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	3
아 ㅈㄴ웃기다 내 인생만화 당첨이다	3
이러시면 저 혼자 못 자요...	3
썩은내나는 얼굴 안치우냐	3
어머니 번호 어케 아셨어요	3
가뭄같은 요즘 소나기같은 대작이,,	3
위로 올라가셔요~	3
지가 낳아놓고서는 뭘 없었으면 완벽했을거래	3
와...네이버 이번엔 일 지대로 했네	3
아 선생님 잠시만요 저 지금 온몸에 소름이	3
...대작 스멜을 처음 맡아봤다	3
영화 마더 보는 거 같아..	3
이거 무조건 뜬다	3
이거 2003년에 일어난 둘째딸 독극물 살인사건이랑 범죄 상황이 비슷해서 놀랐어요 ㄷㄷㄷㄷ 너무 무서운 ㅠㅠㅠㅠ	3
근데 애들이 너무 애들 안 같애,, 나보다 똑똑한듯	3
심페소생술을 제대로 배워야한다는큰교훈을얻게되는 웹툰	3
아 이거 한 일년뒤에 발견했어야 되는건데	3
BGM도 병원일때 딱 분위기가 바뀌어서 뭔가 몰입이 더 잘 되는것같음..	3
청건만이 낼수있는 이 맛이 그리웠다	3
실제 사건을 모티브로 하신거 같네요	3
사실 저 녀석은 우리 중 최약체 어쩌고	3
아니 노래도 지리네	3
다시 정주행하고 있는데 광명좌사 ㄹㅇ 영혼의 버디네ㅋㅋ	3
정주행 끝나자마자 다시 정주행..이제는 루틴처럼 광마회귀를 안보면 개운하지가 않아..	3
전설의시작.	3
3번째 정주행중인데 겁나 재밌으니까 꼭 다들 보셨으면 좋겠음	3
쿠키 이제부터 여기다 버릴까...?	3
이 만화 때문에 다른 무협지가 재미가 없어짐	3
꿈빛파티시엘 딸기 닮아서 보게 되었습니다. 너무 재밌네요	3
음식을 소중히여기자는 교훈을 깨닫고갑니다.	3
원작에서는 대머리가 그렇고 그런 짓을 할 생각까지 하죠.물론 웹툰이니 전체적으로 수위가 낮아지는건 당연한 것	3
대박 이렇게 재밌는 걸 지금 읽는게 너무 후회되지 않지롱 오히려 정주행 개꿀	3
대체 작가님은 이 부분 묘사를 소설에서 어떻게 해내신 거지?	3
이장면을 드디어 보다니 ㅜㅜ	3
카아 역시	3
암요 우리 지혜는 사무라이가 아니지요사무라이 다 쓸었던 이순신 장군님의 화신이죠! 지혜야 다 쓸어버려!!!	3
80년대 감성같아서 좋다	3
쿠키 구워 쿠기 구워	3
나의 수험생활에 내려온 빛과 소금.....아껴보고이쓰요	3
